tenure,PhoneService,TotalCharges,StreamingMovies,StreamingTV,TechSupport,gender
18,1,1406.65,0,0,0,Male
72,1,6562.9,1,1,1,Male
6,1,512.25,1,0,0,Female
33,1,3055.5,1,0,1,Male
35,1,3403.4,0,0,1,Male
37,1,2976.95,0,1,1,Female
1,1,69.65,0,0,0,Male
71,1,1730.65,0,0,0,Male
16,1,1391.15,0,1,0,Male
54,1,3919.15,0,0,0,Male
72,1,6129.2,1,1,1,Female
12,1,1001.2,0,0,0,Female
69,1,1337.5,0,0,0,Female
24,1,2496.7,1,1,0,Male
8,1,145.0,0,0,0,Female
11,1,601.25,0,0,1,Male
9,1,405.7,0,0,0,Female
34,1,2564.3,0,1,0,Male
66,0,3177.25,0,0,1,Female
41,1,875.55,0,0,0,Female
16,1,275.9,0,0,0,Female
65,1,6631.85,1,1,0,Male
27,1,595.05,0,0,0,Male
68,1,7322.5,1,1,1,Male
23,1,2483.5,1,1,0,Male
33,1,689.75,0,0,0,Male
25,1,2196.15,0,1,0,Male
72,1,8100.55,1,1,1,Male
39,1,790.0,0,0,0,Male
62,1,1250.1,0,0,0,Male
53,1,1052.35,0,0,0,Male
53,1,5424.25,1,0,1,Female
18,1,1425.45,1,1,1,Male
62,1,5618.3,0,0,0,Male
70,1,4759.75,0,0,1,Female
27,1,2964.0,1,1,1,Male
61,1,6518.35,1,1,1,Female
53,1,5485.5,1,1,0,Male
54,1,5639.05,1,1,0,Female
64,1,7099.0,1,1,1,Male
30,1,2967.35,1,1,0,Female
50,1,1070.25,0,0,0,Female
38,1,3887.25,1,1,0,Male
72,1,7129.45,1,0,1,Female
39,1,4284.8,1,1,0,Male
30,1,1888.45,1,0,0,Male
26,1,2497.2,1,0,0,Female
6,1,514.6,1,0,0,Female
16,1,834.15,0,0,1,Female
51,0,2898.95,1,1,1,Female
17,1,1704.95,1,1,1,Female
1,1,78.8,0,1,0,Female
62,1,1201.65,0,0,0,Male
13,1,877.35,1,1,0,Male
64,1,4688.65,1,1,0,Male
44,1,3626.35,0,0,0,Male
16,1,1882.55,1,1,1,Female
15,1,324.15,0,0,0,Male
36,0,1547.35,0,0,1,Female
1,1,90.85,1,1,0,Male
24,1,1732.6,0,0,0,Male
60,1,1128.1,0,0,0,Female
3,1,242.95,1,0,0,Female
16,1,1442.2,0,1,0,Male
66,1,5595.3,1,1,1,Male
66,1,6860.6,1,1,1,Male
45,1,930.45,0,0,0,Male
43,1,4687.9,1,1,1,Male
71,1,1388.45,0,0,0,Male
1,1,45.05,0,0,0,Male
1,1,71.0,0,0,0,Male
20,1,1671.6,1,0,0,Female
65,0,3517.9,1,1,0,Female
19,1,377.55,0,0,0,Male
36,1,666.75,0,0,0,Male
71,1,7690.9,1,1,1,Male
1,0,24.8,0,0,0,Female
33,1,2171.15,0,0,0,Male
71,1,3778.2,0,0,1,Male
13,1,842.25,1,0,1,Female
29,1,554.25,0,0,0,Female
13,1,923.85,1,1,0,Female
22,0,1304.85,1,1,1,Male
7,1,665.45,1,1,0,Male
47,1,1139.2,0,0,0,Male
26,1,511.25,0,0,0,Male
13,1,788.35,0,1,0,Male
26,1,2335.3,0,1,0,Male
2,1,42.9,0,0,0,Male
4,0,86.6,0,0,0,Female
52,1,4233.95,1,1,1,Female
3,1,289.1,0,1,0,Male
62,1,7053.35,1,1,1,Male
70,1,6579.05,0,0,1,Female
71,1,7412.25,1,1,0,Female
69,0,2492.25,0,0,0,Male
35,1,954.9,0,0,0,Male
63,1,6296.75,1,1,0,Male
69,1,6998.95,1,1,1,Female
72,1,7251.7,0,1,1,Female
36,1,2937.65,1,0,0,Female
33,1,2447.45,0,1,0,Male
28,1,2433.5,1,0,0,Female
27,1,561.15,0,0,0,Female
1,1,74.1,1,1,1,Female
72,0,2763.0,0,0,0,Male
63,1,6218.45,0,1,0,Female
12,1,837.5,1,1,0,Male
12,1,313.0,0,0,0,Male
70,1,7987.6,1,1,1,Female
1,1,45.35,0,0,0,Female
20,1,1879.25,0,1,0,Female
72,1,1849.2,0,0,0,Female
5,1,399.45,0,0,1,Female
39,0,947.75,0,0,0,Male
1,1,54.3,0,0,0,Male
15,1,864.55,0,0,1,Male
72,1,1750.7,0,0,0,Female
24,0,830.8,0,0,1,Male
34,1,3470.8,1,1,0,Male
9,1,723.4,1,0,0,Female
72,1,6425.65,1,1,1,Female
8,1,139.75,0,0,0,Female
6,1,105.5,0,0,0,Female
36,1,3078.1,1,0,1,Female
72,1,1710.9,0,0,0,Male
8,1,365.55,0,0,0,Female
44,1,845.25,0,0,0,Male
18,1,1221.65,0,0,0,Female
39,1,3767.4,1,1,1,Female
60,1,5812.0,0,1,0,Male
1,0,39.65,1,0,0,Male
21,1,417.7,0,0,0,Male
60,1,4984.85,1,1,1,Male
62,1,4263.45,0,1,1,Female
8,1,160.05,0,0,0,Female
65,1,1725.0,0,0,0,Male
17,1,418.25,0,0,0,Female
60,1,3638.25,0,0,0,Male
11,1,180.3,0,0,0,Female
2,1,38.15,0,0,0,Female
21,1,2254.2,1,1,0,Female
66,1,6595.0,1,0,1,Female
16,1,326.8,0,0,0,Male
66,1,5013.0,0,1,1,Male
46,1,3593.8,1,1,0,Female
70,1,6385.95,0,0,1,Female
72,1,1354.4,0,0,0,Male
1,1,44.6,0,0,0,Male
1,1,24.0,0,0,0,Female
8,1,819.4,1,1,0,Male
2,1,103.7,0,0,0,Female
1,1,19.2,0,0,0,Male
17,1,365.8,0,0,0,Male
58,0,2919.85,0,1,0,Male
59,1,5186.0,1,1,1,Male
12,1,1095.65,1,0,1,Female
3,1,155.65,0,1,1,Female
32,0,1653.45,1,1,0,Male
7,0,149.05,0,0,0,Female
8,1,153.95,0,0,0,Male
22,1,1873.7,1,0,0,Male
66,1,6424.25,0,0,1,Male
23,1,1643.55,0,0,0,Female
1,1,86.0,1,0,0,Female
21,1,1424.4,0,1,0,Male
9,1,706.6,0,0,0,Female
44,1,2419.55,0,0,1,Female
15,1,1156.1,1,0,0,Male
67,1,4868.4,0,1,1,Female
56,1,5508.35,1,1,0,Female
4,0,129.6,0,0,0,Female
43,1,3566.6,1,1,1,Male
61,1,4904.85,0,0,0,Male
44,1,2774.55,0,1,1,Male
9,1,647.5,0,0,1,Female
72,1,8476.5,1,1,1,Female
7,1,660.9,1,1,0,Female
9,1,348.15,0,0,0,Male
51,1,1028.75,0,0,0,Female
66,0,1983.15,0,0,1,Male
14,1,321.7,0,0,0,Male
10,1,220.8,0,0,0,Female
17,1,307.0,0,0,0,Female
48,1,4445.3,1,0,1,Male
19,1,373.5,0,0,0,Male
1,1,19.3,0,0,0,Male
63,1,1245.6,0,0,0,Male
67,1,7171.7,1,1,1,Male
63,1,4014.2,0,0,1,Female
71,1,4982.5,0,1,0,Female
36,1,1939.35,0,0,0,Male
16,1,1540.05,1,0,1,Male
2,1,33.6,0,0,0,Female
72,1,7544.3,1,1,0,Male
24,1,1319.85,0,0,1,Female
42,1,4273.45,1,1,0,Male
45,1,892.15,0,0,0,Female
59,1,5961.1,1,1,0,Male
63,1,6109.75,1,1,0,Female
1,1,20.25,0,0,0,Male
43,1,2548.55,1,0,0,Male
71,1,6328.7,1,1,1,Female
12,1,540.95,0,0,0,Female
25,1,477.6,0,0,0,Male
72,1,6093.3,1,1,1,Male
6,1,340.4,1,0,0,Female
30,1,723.3,0,0,0,Male
46,1,4753.85,1,1,1,Female
2,1,131.05,0,0,0,Male
47,1,4849.1,1,1,0,Female
51,0,1782.0,0,0,1,Female
42,1,844.45,0,0,0,Female
62,1,6164.7,1,1,0,Female
5,1,96.1,0,0,0,Female
53,1,3827.9,1,0,1,Male
10,1,973.25,1,1,0,Female
18,1,990.85,1,0,0,Male
1,1,19.75,0,0,0,Male
51,1,4421.95,1,1,1,Female
61,1,5251.75,0,0,1,Male
7,1,322.5,0,0,0,Male
50,1,5017.9,1,1,0,Male
4,1,336.15,0,0,0,Male
47,1,3969.35,0,0,0,Female
32,1,2045.55,0,0,0,Female
2,0,85.5,1,1,0,Female
27,0,1032.0,1,0,0,Male
10,1,551.3,0,0,0,Female
1,1,80.25,0,1,0,Female
21,1,1565.7,0,0,0,Female
12,1,235.8,0,0,0,Male
1,1,19.75,0,0,0,Male
51,1,967.9,0,0,0,Female
3,1,168.6,0,1,0,Female
72,1,7576.7,1,1,1,Female
1,1,44.4,0,0,0,Female
5,1,401.1,0,0,1,Male
1,1,85.05,1,0,0,Female
66,1,1697.7,0,0,0,Male
61,1,4729.3,1,0,1,Male
32,1,3204.65,1,1,0,Male
65,1,1319.95,0,0,0,Female
41,1,4016.2,1,1,1,Female
14,1,1129.1,1,1,0,Female
2,1,185.55,1,1,0,Male
29,1,1734.5,0,0,1,Female
10,1,498.25,0,0,0,Female
32,1,2347.9,0,0,0,Male
7,1,147.5,0,0,0,Male
71,1,5550.1,0,1,1,Female
11,1,226.8,0,0,0,Male
2,1,44.2,0,0,0,Male
1,1,21.05,0,0,0,Male
23,1,465.45,0,0,0,Male
62,1,6638.35,1,1,0,Female
7,1,522.95,0,0,0,Female
71,1,8166.8,1,1,1,Female
2,1,183.75,0,1,0,Female
72,1,4888.2,1,0,0,Female
71,1,1326.35,0,0,0,Female
12,1,950.2,1,0,0,Male
3,1,134.5,0,0,0,Female
21,1,1956.4,1,1,1,Female
8,1,168.9,0,0,0,Male
10,1,225.85,0,0,0,Male
3,1,130.1,0,0,0,Male
52,1,4348.65,0,1,0,Male
58,1,1035.5,0,0,0,Male
36,1,2680.15,1,0,1,Female
61,1,4747.65,1,1,1,Male
62,1,1263.9,0,0,0,Male
72,1,8317.95,1,1,1,Female
59,1,5386.5,0,1,1,Female
13,1,251.65,0,0,0,Male
34,1,3097.0,1,0,0,Male
1,1,45.7,0,0,0,Female
22,1,1127.35,0,0,0,Male
71,1,1732.95,0,0,0,Female
49,1,4547.25,1,0,0,Male
9,1,816.8,0,1,0,Female
4,1,299.2,0,1,0,Male
72,1,1790.8,0,0,0,Male
25,1,2369.05,1,1,0,Female
1,0,25.1,0,0,0,Male
42,1,849.9,0,0,0,Male
35,1,3554.6,1,1,0,Female
1,0,24.7,0,0,0,Female
3,1,56.0,0,0,0,Female
44,1,2603.95,0,0,1,Male
45,1,4368.85,1,0,0,Male
1,0,30.2,0,0,0,Male
71,1,6404.0,1,1,1,Male
18,1,1745.5,1,1,0,Female
2,1,136.05,0,0,0,Female
1,1,50.45,0,0,0,Female
33,1,3320.6,1,1,0,Female
72,1,6301.7,1,1,1,Male
71,0,3985.35,1,1,0,Male
2,1,145.4,0,0,0,Female
57,1,1087.7,0,0,0,Female
52,1,2610.65,0,0,0,Female
49,1,5036.3,1,1,0,Male
1,1,70.75,0,0,0,Female
1,1,20.9,0,0,0,Female
7,1,158.95,0,0,0,Female
18,1,1743.9,0,1,1,Male
2,1,144.0,0,0,0,Male
37,1,2030.75,0,0,0,Male
1,1,24.05,0,0,0,Male
48,0,2196.3,1,0,0,Female
37,1,3646.8,1,1,0,Male
3,1,217.45,0,0,0,Male
35,1,2010.55,0,1,0,Male
15,1,320.45,0,0,0,Female
1,1,20.35,0,0,0,Male
72,1,1432.55,0,0,0,Male
18,1,348.8,0,0,0,Male
2,1,181.65,0,0,1,Female
35,1,1924.1,0,0,0,Male
11,1,501.0,0,0,0,Female
26,1,2006.1,1,0,0,Female
37,1,2575.45,0,0,0,Male
56,1,5706.3,0,1,1,Female
69,1,4069.9,0,0,0,Male
71,1,1397.3,0,0,0,Female
62,1,7159.05,1,1,1,Male
50,0,1782.4,0,0,0,Male
62,1,6840.95,1,1,1,Female
54,1,5299.65,1,1,0,Female
63,1,5309.5,1,1,1,Male
22,1,1271.8,0,0,1,Male
30,1,578.5,0,0,0,Female
57,1,3035.8,0,0,1,Male
58,1,5458.8,1,1,0,Female
55,0,2479.05,0,1,0,Male
37,1,3545.35,1,1,0,Female
2,1,87.3,0,0,1,Male
49,1,4159.45,0,0,0,Male
24,1,1772.25,0,0,0,Male
29,1,1620.2,0,0,0,Female
1,1,44.7,0,0,0,Male
72,1,7852.4,1,1,1,Male
11,1,733.95,1,0,0,Female
7,1,506.9,0,0,0,Female
59,1,1286.0,0,0,0,Female
68,1,3848.8,0,0,1,Female
67,1,6302.8,0,1,1,Female
2,1,172.85,0,0,0,Female
31,1,2845.15,0,1,0,Male
16,1,1024.0,0,1,0,Male
1,1,80.15,1,0,0,Female
17,1,1625.65,1,1,0,Male
7,1,574.35,1,1,0,Female
1,1,20.95,0,0,0,Male
10,0,374.0,0,0,1,Female
2,1,190.5,0,1,0,Female
59,1,5194.05,1,1,1,Female
3,1,256.25,0,0,0,Female
72,1,6155.4,1,1,1,Female
22,1,1886.25,1,0,1,Female
13,1,610.75,0,0,1,Male
10,1,428.7,0,0,0,Female
35,0,1662.05,0,1,1,Female
71,1,6994.6,0,1,0,Male
32,1,2303.35,0,0,0,Male
5,1,274.35,0,0,0,Male
31,1,2633.4,1,0,0,Female
46,1,2065.15,0,0,0,Male
20,1,1520.9,0,0,0,Female
10,1,797.25,0,0,0,Male
47,1,5118.95,1,1,1,Male
23,1,2044.95,1,0,0,Female
21,1,1948.35,1,1,0,Female
63,1,5817.0,0,1,1,Female
2,1,115.1,0,0,0,Female
5,1,109.6,0,0,0,Female
4,1,303.7,0,0,0,Female
52,0,3330.1,1,1,1,Female
26,1,471.85,0,0,0,Male
2,1,115.95,0,0,0,Female
1,1,20.15,0,0,0,Female
44,0,2390.45,1,1,0,Male
2,0,56.35,0,0,0,Male
2,1,52.0,0,0,0,Female
33,1,3645.5,1,1,0,Female
30,1,2852.4,0,0,1,Male
14,1,1369.8,1,1,0,Female
1,1,19.6,0,0,0,Male
12,1,1173.55,1,1,0,Male
41,1,3645.75,0,1,0,Male
9,1,897.75,1,1,0,Male
69,1,7467.55,1,1,1,Female
1,1,79.9,1,0,0,Male
2,1,38.0,0,0,0,Male
2,1,106.55,0,0,0,Female
30,1,1653.85,0,0,0,Male
51,1,4619.55,0,1,0,Female
50,1,5189.75,1,1,1,Female
69,1,1641.8,0,0,0,Female
70,1,7752.05,1,1,1,Female
52,1,3169.55,0,0,1,Male
18,1,874.8,0,0,0,Male
46,1,4245.55,0,1,0,Male
55,1,1153.25,0,0,0,Male
5,1,349.65,0,0,0,Female
3,1,220.95,0,1,0,Female
6,1,110.15,0,0,0,Male
70,1,5979.7,1,1,1,Male
59,1,4194.85,0,1,1,Female
40,0,2236.2,1,1,1,Female
71,1,1355.1,0,0,0,Male
5,1,398.55,0,1,0,Male
10,1,858.6,1,0,0,Female
65,1,7047.5,1,1,0,Female
5,0,100.2,0,0,0,Male
1,1,49.9,0,0,0,Male
57,1,1061.6,0,0,0,Male
62,1,4985.9,1,1,1,Female
30,1,2093.9,0,1,1,Male
29,0,1009.25,0,1,0,Male
56,1,1468.9,0,0,0,Female
58,0,2689.35,1,1,0,Male
35,1,2471.25,1,1,1,Male
67,1,6885.75,1,1,1,Male
70,1,5917.55,1,1,1,Female
24,1,1454.25,0,0,0,Male
34,1,1889.5,0,0,0,Male
71,1,6951.15,1,1,0,Female
4,1,308.05,0,1,0,Female
12,1,866.45,0,0,1,Male
15,1,765.5,0,0,0,Male
46,1,1174.8,0,0,0,Male
44,1,2924.05,0,0,1,Male
40,1,4108.15,1,1,0,Male
14,1,1531.4,1,1,0,Female
68,1,3975.9,0,0,1,Female
33,1,2018.4,0,0,1,Male
29,1,540.05,0,0,0,Female
59,1,6152.3,1,0,1,Female
25,1,1952.25,0,0,0,Male
7,1,477.55,0,0,0,Female
16,1,1043.3,0,0,0,Male
38,1,2802.3,0,1,1,Male
10,1,653.15,1,1,0,Female
69,1,1363.45,0,0,0,Male
54,0,2966.95,1,1,0,Male
53,1,4449.75,1,1,1,Female
1,1,19.9,0,0,0,Male
41,1,3090.65,1,0,1,Female
31,1,589.25,0,0,0,Female
20,1,2172.05,1,1,1,Male
19,0,566.1,0,0,0,Male
50,1,3876.2,1,1,0,Female
27,1,509.3,0,0,0,Male
54,1,6110.2,1,1,1,Male
42,1,3944.5,1,1,0,Female
1,1,19.0,0,0,0,Female
12,1,239.0,0,0,0,Male
49,1,5069.65,1,1,1,Male
27,1,1793.25,0,0,0,Male
24,1,470.2,0,0,0,Female
67,1,6989.45,1,1,0,Male
2,1,80.95,0,0,0,Female
72,1,8086.4,1,1,1,Male
52,1,5621.85,1,1,0,Female
10,1,811.8,0,0,0,Male
72,1,5360.75,0,1,1,Male
7,1,521.1,1,1,1,Female
72,1,8399.15,1,1,1,Male
51,1,4116.9,0,0,1,Female
26,1,2510.7,1,1,0,Female
52,1,5647.95,1,1,0,Female
47,1,1013.05,0,0,0,Male
36,1,689.0,0,0,0,Male
3,1,63.75,0,0,0,Female
1,1,71.25,0,0,0,Female
12,0,526.95,1,0,1,Male
72,1,8071.05,1,1,1,Male
12,1,265.45,0,0,0,Male
1,1,95.1,1,1,0,Male
30,1,2044.75,0,1,1,Male
42,1,2077.95,0,0,0,Female
3,1,191.35,1,1,1,Male
13,1,1169.35,1,0,1,Male
12,1,1164.3,1,1,0,Female
57,1,5746.15,1,1,0,Male
32,1,2642.05,1,0,0,Male
68,1,5023.0,1,0,0,Male
8,1,146.6,0,0,0,Female
1,1,20.2,0,0,0,Female
46,1,936.85,0,0,0,Male
10,1,1021.55,1,0,0,Male
4,0,118.25,0,0,0,Male
1,1,46.3,0,0,0,Male
4,1,360.1,1,0,0,Female
68,1,1441.65,0,0,0,Female
58,1,5563.65,1,0,1,Male
1,0,24.4,0,0,0,Male
12,1,828.05,0,0,0,Male
72,1,8058.55,1,1,1,Male
5,1,514.0,1,1,0,Female
20,1,395.6,0,0,0,Female
27,1,537.35,0,0,0,Male
31,1,2613.4,0,0,0,Female
70,1,6982.5,1,1,0,Female
67,1,4653.25,0,0,1,Male
3,1,137.25,0,0,0,Male
1,1,20.2,0,0,0,Male
28,1,1516.6,0,0,1,Male
29,1,535.05,0,0,0,Male
4,1,338.1,0,0,0,Female
50,1,4024.2,1,1,1,Female
34,1,2106.3,0,1,1,Female
67,1,6038.55,0,0,1,Male
72,1,7517.7,1,0,1,Male
4,1,347.65,1,1,0,Female
7,1,609.65,0,1,0,Female
47,1,4730.6,1,1,1,Female
11,1,581.7,0,0,0,Female
40,1,4131.95,1,1,1,Male
40,1,4086.3,1,1,0,Male
41,1,806.95,0,0,0,Female
31,1,2979.2,1,1,0,Male
62,1,1429.65,0,0,0,Male
61,1,6423.0,1,1,0,Female
67,0,2434.45,0,0,0,Female
72,1,1778.7,0,0,0,Female
62,0,2345.55,0,0,1,Male
2,1,131.65,0,0,0,Female
59,1,6034.85,1,1,1,Female
4,1,234.85,0,1,0,Male
72,1,6369.45,1,1,1,Male
70,1,4551.5,0,0,1,Male
71,1,1816.2,0,0,0,Male
38,1,3777.15,1,1,0,Male
19,1,1660.0,0,1,0,Male
3,1,208.85,0,0,0,Male
4,1,224.85,0,0,1,Female
4,1,193.6,0,0,0,Female
18,1,1779.95,1,1,0,Male
51,1,1266.4,0,0,0,Male
13,1,1115.2,1,0,0,Female
3,1,253.8,1,0,0,Male
10,1,865.55,1,0,0,Female
61,1,5943.65,0,1,1,Male
12,1,202.25,0,0,0,Male
31,0,1077.5,0,0,1,Male
1,1,20.05,0,0,0,Male
72,0,4807.45,1,1,1,Male
14,1,1266.1,1,1,0,Male
11,1,896.9,0,0,0,Male
56,1,5264.3,1,1,0,Male
31,1,2640.55,0,0,0,Male
4,1,67.55,0,0,0,Male
21,1,1339.8,1,0,0,Male
22,1,452.35,0,0,0,Female
1,1,69.75,0,0,0,Male
23,1,2117.25,1,1,0,Male
29,0,1082.75,0,0,1,Female
47,1,2754.0,0,0,1,Male
65,1,7227.45,1,1,0,Female
1,0,29.9,0,0,0,Female
8,1,475.1,0,1,0,Male
24,1,2033.05,0,0,0,Female
9,1,790.15,1,0,0,Male
5,1,237.25,0,0,0,Male
25,1,2187.55,1,0,0,Female
2,1,119.75,0,0,0,Female
6,1,94.45,0,0,0,Female
41,1,798.2,0,0,0,Male
11,1,472.25,0,0,0,Female
29,1,2952.85,1,1,0,Female
30,1,608.5,0,0,0,Female
72,1,8543.25,1,1,1,Female
70,1,6669.05,0,1,0,Male
25,1,1373.0,0,0,0,Female
12,0,309.1,0,0,0,Female
12,1,220.35,0,0,0,Female
63,1,6873.75,1,1,0,Female
47,1,4533.7,0,1,0,Female
72,1,7422.1,1,0,0,Male
18,1,908.75,0,0,1,Female
71,1,6046.1,1,1,1,Female
1,1,75.3,0,0,0,Male
42,1,2301.15,0,0,0,Male
19,1,1620.8,1,0,0,Female
72,1,7732.65,1,0,1,Male
70,1,7939.25,1,1,1,Female
56,1,4084.35,1,1,1,Female
46,0,2062.15,0,1,0,Female
2,1,43.15,0,0,0,Female
72,1,7679.65,1,1,1,Female
69,1,5785.65,0,0,0,Male
1,1,19.9,0,0,0,Female
53,1,1021.8,0,0,0,Female
29,1,599.3,0,0,0,Female
35,0,1701.65,1,1,0,Male
9,1,801.3,1,0,0,Male
19,1,1672.35,0,0,1,Male
61,1,6993.65,1,1,1,Female
8,1,438.05,1,0,0,Male
29,1,2878.75,1,1,0,Female
72,1,7719.5,1,1,1,Male
1,1,99.75,1,1,0,Male
7,1,458.1,1,1,0,Female
16,1,799.0,0,0,1,Male
21,0,565.75,0,0,0,Male
7,0,293.3,1,0,0,Female
7,1,676.7,1,1,0,Male
32,1,3023.85,1,0,0,Male
67,1,7752.3,1,1,1,Male
67,1,7281.6,1,1,1,Female
24,1,1242.25,0,0,1,Male
17,1,385.55,0,0,0,Male
24,1,1218.25,0,0,0,Male
28,1,2684.35,0,1,0,Male
38,1,3591.25,1,0,0,Female
38,1,3058.65,1,1,1,Female
1,1,79.15,0,0,0,Male
72,1,7372.65,1,1,0,Male
8,1,842.9,1,1,0,Female
62,1,5629.55,1,0,0,Male
67,1,5798.3,0,1,0,Male
18,1,401.95,0,0,0,Female
2,1,143.65,1,0,1,Male
33,0,1113.95,0,0,1,Male
71,1,1725.4,0,0,0,Female
7,1,155.9,0,0,0,Female
5,1,316.9,0,0,0,Male
17,1,1556.85,0,0,1,Female
12,1,267.0,0,0,0,Male
50,1,5431.9,1,1,0,Female
45,1,2298.55,0,0,0,Male
56,1,5581.05,1,1,0,Male
59,1,4542.35,1,1,1,Female
1,1,86.6,1,0,0,Male
1,1,80.8,1,0,0,Male
67,1,6373.1,1,0,0,Male
39,0,1790.6,0,1,1,Male
36,1,3379.25,1,1,1,Female
72,1,5165.7,0,0,1,Female
66,1,6871.9,1,1,1,Male
9,1,178.85,0,0,0,Female
68,1,1911.5,0,0,0,Female
7,1,173.0,0,0,0,Male
1,1,19.75,0,0,0,Male
4,1,206.6,0,0,0,Male
39,1,2730.85,0,0,0,Male
7,1,134.05,0,0,0,Female
72,1,5899.85,1,1,0,Male
46,1,4680.05,1,1,0,Male
61,1,6145.2,1,1,1,Male
20,1,415.9,0,0,0,Male
43,1,4211.55,1,1,1,Male
62,1,1218.45,0,0,0,Male
69,0,3121.4,0,0,1,Female
2,1,134.6,0,0,0,Male
32,1,2619.25,0,0,0,Male
10,1,1081.45,1,1,0,Male
68,1,6668.0,1,1,1,Male
13,1,989.45,1,1,0,Male
2,1,108.15,0,0,0,Male
34,1,980.35,0,0,0,Male
72,1,6510.45,1,1,1,Female
64,1,6889.8,1,1,1,Male
60,1,1205.05,0,0,0,Male
3,1,174.2,0,1,1,Female
2,1,120.25,0,0,0,Female
65,1,6153.85,0,1,0,Female
50,1,1261.45,0,0,0,Male
63,1,5224.5,0,0,0,Female
60,1,5294.6,1,0,0,Female
22,1,605.9,0,0,0,Female
8,1,633.3,0,0,0,Female
23,1,1642.75,1,1,1,Female
4,1,280.85,0,0,0,Male
2,1,37.2,0,0,0,Male
20,1,442.6,0,0,0,Female
0,1,0.0,1,1,0,Female
2,1,35.85,0,0,0,Female
62,1,1563.95,0,0,0,Female
14,1,1058.1,0,0,0,Female
56,1,1080.55,0,0,0,Female
34,1,3217.55,1,0,0,Female
63,1,5825.5,1,0,0,Male
49,0,1782.0,0,0,1,Female
34,1,3527.3,1,1,0,Male
1,1,44.05,0,0,0,Male
72,1,6397.6,1,1,1,Male
13,1,587.45,0,0,0,Male
68,1,5685.8,0,1,0,Female
4,1,281.0,0,0,0,Female
18,1,1058.1,0,0,1,Male
19,1,1931.75,1,1,0,Male
40,1,3233.85,0,0,0,Female
14,1,272.0,0,0,0,Female
46,1,2168.9,0,0,0,Female
1,1,84.85,0,1,0,Male
8,1,554.45,0,1,1,Female
23,1,1414.2,0,0,1,Male
56,1,4054.2,1,0,1,Female
3,1,235.05,1,0,0,Male
55,1,3617.1,1,0,0,Female
4,1,208.45,0,0,0,Male
72,0,4784.45,1,1,1,Female
17,1,358.05,0,0,0,Female
65,1,6416.7,0,1,1,Female
1,1,20.2,0,0,0,Male
52,1,4297.6,0,0,0,Female
25,1,510.8,0,0,0,Male
58,1,5610.15,1,0,0,Female
71,0,3377.8,0,0,1,Female
3,1,232.5,0,0,0,Male
17,1,1077.05,0,0,1,Male
1,1,70.35,0,0,0,Male
17,1,1336.9,0,0,0,Male
13,1,701.05,0,0,1,Female
1,1,69.55,0,0,0,Female
29,1,1696.2,0,0,1,Male
57,1,6465.0,1,1,0,Female
12,1,612.1,0,0,0,Female
13,1,1201.15,1,1,0,Male
53,1,1279.0,0,0,0,Male
57,1,3450.15,0,0,1,Male
65,1,6979.8,1,1,0,Female
4,1,272.15,0,0,1,Female
13,1,731.3,0,0,0,Female
8,1,201.7,0,0,0,Female
60,1,6411.25,1,1,0,Female
15,1,1390.6,1,1,0,Female
1,1,69.5,0,0,0,Female
4,1,84.5,0,0,0,Female
34,0,938.65,0,0,0,Male
1,1,44.55,0,0,0,Male
35,1,3726.15,1,1,0,Female
2,1,108.65,1,0,0,Male
34,1,716.4,0,0,0,Female
15,1,304.6,0,0,0,Male
42,1,2727.8,0,0,1,Female
70,1,1341.5,0,0,0,Female
34,1,2647.2,1,0,0,Male
1,1,20.1,0,0,0,Male
42,1,3344.1,0,0,0,Male
1,1,19.25,0,0,0,Female
57,1,3053.0,0,0,0,Female
14,1,941.0,0,1,0,Female
10,1,503.25,1,0,0,Male
22,1,1441.8,0,1,0,Female
15,1,297.3,0,0,0,Female
60,1,1505.9,0,0,0,Male
9,1,919.4,1,1,0,Male
59,1,3645.5,1,0,0,Male
34,1,3549.25,1,1,0,Male
1,1,100.25,1,1,0,Female
48,1,4692.95,1,1,0,Female
71,1,6457.15,1,1,1,Male
71,0,4122.65,1,1,1,Female
9,1,403.35,0,0,0,Female
10,1,270.15,0,0,0,Female
72,1,8405.0,1,1,1,Female
3,0,94.4,0,0,0,Male
57,0,3196.0,1,1,0,Male
35,1,1861.1,0,0,1,Female
50,1,3418.2,1,0,1,Male
9,1,791.7,0,1,0,Male
12,1,571.15,0,0,0,Male
60,1,5867.0,1,1,0,Male
46,0,1380.1,0,0,0,Male
12,0,435.45,0,0,1,Female
11,1,651.55,0,0,1,Female
39,0,1494.5,1,0,1,Male
50,1,5071.05,1,1,1,Male
19,1,1564.4,0,1,0,Female
72,1,7559.55,1,1,1,Male
7,1,644.35,1,1,0,Male
37,1,2443.3,0,0,1,Male
31,1,755.6,0,0,0,Male
1,1,69.95,0,0,0,Female
72,1,7943.45,1,1,1,Female
32,1,1864.65,0,0,1,Female
46,1,3249.4,0,0,0,Male
27,1,2595.25,1,1,0,Female
69,1,1403.1,0,0,0,Male
4,1,372.45,1,0,0,Female
14,1,1337.45,1,1,0,Male
32,1,624.15,0,0,0,Female
67,1,1195.95,0,0,0,Male
1,1,19.75,0,0,0,Female
43,1,3882.3,0,0,1,Male
21,1,416.4,0,0,0,Male
2,1,97.0,0,0,0,Male
12,0,552.1,1,0,1,Female
